14,14,1,1,69
14,17,0,1,82
14,14,0,1,82
14,16,1,1,69
14,14,1,1,70
14,15,0,1,49
14,20,0,1,66
14,23,0,1,77
14,23,1,1,63
14,22,0,1,84
14,19,0,1,97
14,19,0,1,60
14,22,0,1,48
14,0,1,1,81
14,5,1,1,40
14,2,0,1,64
14,2,1,1,70
14,2,1,1,66
14,2,0,1,66
14,2,1,1,43
14,2,1,1,90
14,5,1,1,36
14,10,1,1,61
14,6,0,1,88
14,6,0,1,94
14,6,0,1,39
14,6,0,1,45
14,10,0,1,80
14,9,0,1,65
14,9,0,1,30
14,6,0,1,63
14,8,0,1,20
14,11,1,1,100
14,7,0,1,161
14,11,1,1,110
14,10,1,1,50
14,6,0,1,69
14,16,0,1,145
14,13,1,1,55
14,15,1,1,71
14,17,0,1,163
14,14,1,1,71
14,13,1,1,77
14,12,0,1,67
14,13,1,1,73
14,16,1,1,51
14,16,1,1,77
14,12,0,1,67
14,22,1,1,57
14,22,0,1,97
14,21,1,1,55
14,23,1,1,39
14,19,0,1,116
14,23,0,1,55
14,23,0,1,59
14,20,1,1,69
14,18,0,1,73
14,19,0,1,57
14,23,0,1,64
14,23,1,1,49
14,2,1,1,72
14,1,1,1,38
14,1,1,1,48
14,2,1,1,50
14,1,1,1,59
14,0,0,1,56
14,0,0,1,48
14,1,0,1,49
14,7,1,1,70
14,10,1,1,38
14,6,0,1,70
14,8,1,1,119
14,7,0,1,150
14,13,0,1,30
14,13,0,1,61
14,14,0,1,86
14,15,1,1,82
14,17,1,1,90
14,16,0,1,84
14,13,1,1,60
14,17,1,1,102
14,13,1,1,72
14,14,0,1,49
14,15,1,1,83
14,21,1,1,46
14,19,0,1,69
14,21,1,1,59
14,19,0,1,62
14,19,1,1,93
14,20,1,1,56
14,19,0,1,82
14,23,1,1,61
14,22,1,1,85
14,2,1,1,54
14,0,0,1,50
14,0,1,1,47
14,4,0,1,53
14,1,1,1,68
14,3,0,1,53
14,0,1,1,56
14,0,1,1,68
14,10,1,1,60
14,10,0,1,61
14,9,0,1,67
14,11,1,1,86
14,11,0,1,59
14,15,0,1,74
14,14,0,1,59
14,14,0,1,66
14,16,0,1,73
14,13,1,1,68
14,15,1,1,117
14,23,1,1,68
14,21,1,1,43
14,22,0,1,41
14,18,0,1,112
14,22,0,1,52
14,19,0,1,72
14,21,0,1,56
14,21,0,1,73
